Posted_On,Bedrooms,Rent,Size,Floor,Total_floor,Area_type,Area_locality,City,Furnishing_Status,Tenant_Preferred,Bathroom,Point_of_Contact
2022-04-24,3,200,1000,1,1,Super Area,Khardah,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-04,2,183.33,750,1,1,Carpet Area,Parnasree Pally,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-24,1,100,450,1,2,Super Area,Baghajatin,Kolkata,Unfurnished,Family,1,Contact Owner
2022-06-19,3,333.33,1000,1,2,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-07-03,2,116.67,500,1,1,Carpet Area,sarsuna banerjee para,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-06-19,4,500,1600,1,1,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-07-02,2,125,550,1,1,Carpet Area,Near Seven Tanks Road Dumdum Station,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-21,1,108.33,550,1,2,Super Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-04,1,50,200,2,3,Super Area,Barasat,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,86.67,650,1,2,Carpet Area,Sukchar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-22,2,416.67,1000,1,1,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,208.33,680,1,2,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-17,2,141.67,720,1,1,Carpet Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-20,2,58.33,500,4,5,Carpet Area,Konnagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-30,2,116.67,800,1,2,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-19,1,50,160,1,1,Super Area,"Kudghat, Ashok Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-19,2,233.33,1200,1,2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-17,1,300,700,1,4,Super Area,Salt Lake City Sector 3,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-13,1,58.33,1000,1,1,Super Area,Dum Dum Cantonment,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,2,266.67,1250,1,1,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-06,4,583.33,1600,1,3,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-04,2,350,700,1,2,Super Area,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,1,75,450,1,2,Super Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,250,839,1,3,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-01,1,75,230,1,3,Super Area,Birati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-06,1,91.67,1800,1,2,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-10,2,141.67,800,1,2,Super Area,Baguihati,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,83.33,500,1,1,Carpet Area,BRAHMAPUR NEAR BANSDRONI,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-22,2,141.67,620,1,1,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-04-24,2,150,650,2,3,Carpet Area,tollygunge Kabardanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-23,1,125,550,1,2,Super Area,"Naktala, Garia",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-04-23,2,116.67,450,1,3,Carpet Area,safuipara,Kolkata,Furnished,Bachelors,2,Contact Owner
2022-04-24,3,250,1350,1,2,Carpet Area,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,Unfurnished,Family,2,Contact Owner
2022-05-06,2,116.67,600,2,2,Super Area,"Park Circus, Ballygunge",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-31,3,166.67,1200,2,4,Super Area,Belghoria,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-25,2,116.67,700,1,2,Super Area,"Haridevpur, Paschim Putiary",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-27,3,53.33,800,1,3,Carpet Area,Bhawanipur,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-06-19,2,100,600,1,3,Carpet Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-19,2,200,900,1,3,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-31,2,100,750,1,1,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-01,3,166.67,1250,1,2,Super Area,Jaffarpore Rifle Range Road,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-31,3,200,1000,2,2,Super Area,Dariya,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-03,2,133.33,600,1,2,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,88.33,650,1,1,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-24,2,83.33,450,2,3,Carpet Area,Liluah,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-11,3,141.67,800,1,2,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-19,3,366.67,1000,1,3,Carpet Area,"Sukanta Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-19,2,116.67,1000,1,3,Super Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-25,3,416.67,1400,5,5,Carpet Area,Salt Lake City,Kolkata,Furnished,Bachelors,3,Contact Agent
2022-06-11,2,116.67,600,1,4,Carpet Area,Barrackpore,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-13,2,250,723,1,3,Carpet Area,Narendrapur,Kolkata,Furnished,Family,1,Contact Owner
2022-06-19,1,100,320,1,2,Carpet Area,Sahid Nagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-17,2,133.33,900,1,3,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,3,666.67,1400,1,2,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors/Family,2,Contact Agent
2022-06-24,1,100,2160,1,2,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-22,2,250,650,1,2,Carpet Area,kasba bosepukur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,2,108.33,800,1,1,Super Area,Kanchrapara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,3,133.33,800,2,3,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,91.67,500,1,2,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-28,3,150,1700,1,2,Super Area,Panchanantala Road,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-27,1,100,130,1,2,Carpet Area,Bow Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,250,505,1,3,Super Area,Kasba,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-07-04,4,500,4000,1,3,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Furnished,Bachelors/Family,3,Contact Agent
2022-05-22,3,500,1250,1,2,Super Area,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-15,1,83.33,700,1,2,Carpet Area,My Own House,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,250,900,1,1,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-26,1,108.33,650,1,1,Super Area,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-29,2,75,750,1,1,Super Area,Azadgarh,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-05-07,2,116.67,450,1,3,Carpet Area,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-25,1,108.33,350,1,2,Carpet Area,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,1,291.67,480,1,2,Carpet Area,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2,Contact Owner
2022-06-18,2,166.67,900,1,3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-24,1,25,200,1,2,Super Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-06,3,416.67,1100,2,3,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2022-04-28,2,200,800,1,2,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-05,3,125,1000,1,2,Carpet Area,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-06-11,1,116.67,800,1,2,Carpet Area,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-29,1,58.33,200,0,4,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-26,3,166.67,1190,1,2,Carpet Area,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-17,2,233.33,900,1,2,Carpet Area,Salt Lake City,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-05-28,2,250,1500,1,2,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-15,2,108.33,600,2,3,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,3,166.67,800,1,4,Super Area,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-09,2,175,800,1,2,Carpet Area,Santoshpur,Kolkata,Unfurnished,Family,2,Contact Owner
2022-06-11,3,166.67,900,1,3,Carpet Area,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-24,1,83.33,350,1,3,Carpet Area,Purba Barisha,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-29,2,150,800,1,2,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-23,2,333.33,1600,1,3,Carpet Area,Jadavpur University,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-05-12,3,583.33,1012,2,3,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-29,3,250,1200,1,2,Carpet Area,"Pathak Para, Behala",Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-04-23,2,333.33,700,1,2,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-05-09,2,200,1000,1,3,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,133.33,800,1,3,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-05,1,50,500,1,1,Super Area,Hatiara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-20,3,333.33,1200,1,1,Carpet Area,"Haridevpur, Paschim Putiary",Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-10,1,150,450,1,2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent
2022-06-25,3,216.67,950,1,2,Carpet Area,"Rabindrapally, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-30,1,116.67,350,1,2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-03,1,150,450,1,3,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-05-03,1,150,550,1,2,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-05-19,2,166.67,300,1,1,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-09,3,250,1250,1,3,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-22,2,116.67,700,2,3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-31,3,133.33,812,1,3,Super Area,Hooghly,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-21,2,133.33,550,1,2,Super Area,"Kalabagan, Tollygunge",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-22,1,83.33,500,1,1,Super Area,Rishra,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-23,1,233.33,320,1,2,Carpet Area,"Action Area 3, Rajarhat Newtown",Kolkata,Furnished,Bachelors,1,Contact Owner
2022-05-05,2,83.33,600,1,2,Super Area,"Anandapuri, Barrackpore",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-01,2,83.33,420,1,2,Carpet Area,Barasat,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-29,3,200,1100,1,2,Super Area,Rabindrapally Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-29,1,53.33,220,3,4,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,2,141.67,700,1,2,Carpet Area,Nungi More,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,3,266.67,1200,1,2,Carpet Area,"Baishnabghata, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-23,2,233.33,800,1,3,Carpet Area,Santoshpur - EM Bypass,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-16,1,133.33,300,1,1,Carpet Area,Bansdroni,Kolkata,Furnished,Bachelors,1,Contact Agent
2022-05-26,2,116.67,650,1,2,Carpet Area,Baruipur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-30,1,133.33,600,1,2,Super Area,Garia,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,50,350,1,3,Super Area,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-14,1,63.33,500,1,3,Carpet Area,Nalta,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-10,1,108.33,400,1,1,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-04,3,333.33,1750,1,3,Super Area,Kalindi,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-04,3,500,1600,3,3,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-13,1,133.33,300,1,2,Carpet Area,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-25,2,233.33,1100,1,3,Super Area,"Survey park, Santoshpur, kolkata",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-22,2,120,830,1,3,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-20,2,116.67,600,1,2,Carpet Area,2 BHK,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-01,1,116.67,500,1,2,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-06-29,2,125,900,1,2,Carpet Area,Dum Dum Cantonment,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,141.67,1250,1,1,Carpet Area,Barasat,Kolkata,Unfurnished,Family,2,Contact Owner
2022-06-03,2,200,700,1,2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent
2022-06-22,1,141.67,850,1,1,Carpet Area,Dakshineswar,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-06-29,2,158.33,550,1,1,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,125,550,1,1,Carpet Area,"New Garia Metro, New Garia",Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-06-15,2,200,1200,1,1,Super Area,Hati Bagan - Bansdroni,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-15,3,333.33,1100,1,1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-29,2,141.67,650,1,1,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-15,3,333.33,1050,1,1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-05-20,2,100,960,1,2,Super Area,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-30,2,91.67,650,1,1,Carpet Area,Joka,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-21,1,116.67,550,1,2,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-21,2,116.67,500,1,1,Super Area,Dum Dum Metro,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-25,1,108.33,450,3,4,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,1,Contact Owner
2022-06-29,2,166.67,850,1,2,Super Area,Agarpara,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-07-01,1,86.67,300,1,3,Carpet Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-04-25,2,216.67,1000,1,2,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-24,2,116.67,500,1,3,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,200,756,1,3,Carpet Area,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-23,1,250,1000,2,3,Super Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,83.33,150,1,2,Carpet Area,Anandapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,133.33,800,1,2,Carpet Area,New town near ecopark .,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-21,2,133.33,700,2,3,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-17,1,83.33,420,3,3,Super Area,Em Bypass South East,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-21,2,166.67,800,1,1,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,1,Contact Agent
2022-06-24,2,200,288,2,3,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-11,2,133.33,900,1,1,Super Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-03,2,350,850,1,1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-07,1,83.33,350,1,1,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-04-27,2,150,600,1,2,Super Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-26,2,133.33,1600,1,2,Carpet Area,Kalyani,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-11,2,116.67,986,2,3,Carpet Area,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-07-03,3,583.33,1330,1,3,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-05-14,3,250,1300,1,3,Super Area,Lake Town,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-22,2,103.33,800,1,2,Carpet Area,Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-26,2,165,800,1,4,Carpet Area,Bijoygarh,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-03,2,116.67,850,1,3,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-10,1,83.33,322,1,3,Carpet Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-19,2,108.33,800,1,2,Carpet Area,Agarpara,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-07-03,4,666.67,1500,1,2,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-08,3,666.67,3500,1,2,Super Area,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-26,2,200,957,1,2,Carpet Area,Dasnagar,Kolkata,Furnished,Bachelors,2,Contact Owner
2022-05-18,1,108.33,850,1,3,Carpet Area,Baksara,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-23,2,166.67,900,1,2,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-06-29,2,250,600,1,2,Super Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-09,1,83.33,350,1,5,Carpet Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-18,2,116.67,800,1,2,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-31,2,100,320,1,2,Carpet Area,"Baishnabghata Patuli, Patuli",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-04-29,3,250,800,1,4,Carpet Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-03,2,166.67,700,1,1,Carpet Area,Baghajatin,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2022-07-04,2,366.67,1200,1,2,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-23,2,141.67,750,1,2,Carpet Area,Ramchandrapur north,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-04,3,583.33,1200,1,3,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-12,2,116.67,450,1,4,Carpet Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-26,3,141.67,1430,1,2,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-09,2,100,450,1,3,Super Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-28,4,583.33,800,1,1,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-03,1,100,400,1,2,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-04-23,2,133.33,650,1,2,Super Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-07,1,83.33,450,1,2,Carpet Area,"Fartabad, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-24,2,100,600,1,4,Super Area,Belgharia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,3,250,1200,1,3,Carpet Area,Lake Town,Kolkata,Unfurnished,Family,2,Contact Owner
2022-05-13,2,150,700,3,3,Carpet Area,Baguiati,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-13,1,83.33,300,1,1,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors,1,Contact Agent
2022-05-26,3,133.33,1200,1,4,Super Area,"Ramkrishna Pally, Kaikhali",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2022-07-03,3,583.33,1300,1,1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-27,1,91.67,400,1,1,Super Area,"Shyam Villa V, Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-07-03,3,583.33,1320,1,2,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-04-24,2,183.33,1000,1,1,Super Area,"Anandapuri, Barrackpore",Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-04-28,2,166.67,700,1,2,Carpet Area,"Sarat Ghosh Garden, Dhakuria",Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-10,2,108.33,800,1,2,Carpet Area,locality,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-08,2,100,900,1,3,Super Area,Baguiati,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-04-23,3,602.08,1700,1,2,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-28,2,113.33,600,1,2,Carpet Area,Purba Putiary,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-20,2,141.67,850,1,2,Carpet Area,Barasat,Kolkata,Unfurnished,Family,2,Contact Owner
2022-05-22,2,83.33,550,1,3,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-30,1,108.33,650,1,2,Carpet Area,"Garia Station, Garia",Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-04-23,1,108.33,800,1,1,Carpet Area,Santragachi,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
